kind,api-version,name,policy,config-policy,standard,category,control,source,policy-dir
Policy,triliovault.trilio.io/v1,trilio-daily-schedule-policy,tvk-continuous-restore-backup,tvk-scheduling-policy,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-backup-triliovault-for-kubernetes/policies/tvk-continuous-restore-backup/config-policies/tvk-scheduling-policy/Policy.trilio-daily-schedule-policy.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-backup-triliovault-for-kubernetes/policies/tvk-continuous-restore-backup
Policy,triliovault.trilio.io/v1,trilio-latest-retention-policy,tvk-continuous-restore-backup,tvk-retention-policy,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-backup-triliovault-for-kubernetes/policies/tvk-continuous-restore-backup/config-policies/tvk-retention-policy/Policy.trilio-latest-retention-policy.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-backup-triliovault-for-kubernetes/policies/tvk-continuous-restore-backup
Policy,triliovault.trilio.io/v1,tvk-cr-policy,tvk-continuous-restore-backup,tvk-cr-policy,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-backup-triliovault-for-kubernetes/policies/tvk-continuous-restore-backup/config-policies/tvk-cr-policy/Policy.tvk-cr-policy.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-backup-triliovault-for-kubernetes/policies/tvk-continuous-restore-backup
BackupPlan,triliovault.trilio.io/v1,tvk-cr-backupplan,tvk-continuous-restore-backup,tvk-cr-backupplan,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-backup-triliovault-for-kubernetes/policies/tvk-continuous-restore-backup/config-policies/tvk-cr-backupplan/BackupPlan.tvk-cr-backupplan.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-backup-triliovault-for-kubernetes/policies/tvk-continuous-restore-backup
Backup,triliovault.trilio.io/v1,tvk-cr-full-backup,tvk-continuous-restore-backup,tvk-cr-backup,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-backup-triliovault-for-kubernetes/policies/tvk-continuous-restore-backup/config-policies/tvk-cr-backup/Backup.tvk-cr-full-backup.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-backup-triliovault-for-kubernetes/policies/tvk-continuous-restore-backup
Secret,v1,tvk-s3-secret,tvk-continuous-restore-event-target,tvk-s3-secret,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-event-target-triliovault-for-kubernetes/policies/tvk-continuous-restore-event-target/config-policies/tvk-s3-secret/Secret.tvk-s3-secret.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-event-target-triliovault-for-kubernetes/policies/tvk-continuous-restore-event-target
Target,triliovault.trilio.io/v1,tvk-s3-event-target,tvk-continuous-restore-event-target,tvk-s3-event-target,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-event-target-triliovault-for-kubernetes/policies/tvk-continuous-restore-event-target/config-policies/tvk-s3-event-target/Target.tvk-s3-event-target.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-event-target-triliovault-for-kubernetes/policies/tvk-continuous-restore-event-target
Namespace,v1,"{{hub fromConfigMap """" ""tvk-cr-restore-configmap"" ""restoreNS"" hub}}",tvk-continuous-restore,tvk-restore-ns,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,"./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-triliovault-for-kubernetes/policies/tvk-continuous-restore/config-policies/tvk-restore-ns/Namespace.{{hub fromConfigMap """" ""tvk-cr-restore-configmap"" ""restoreNS"" hub}}.0.yaml",./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-triliovault-for-kubernetes/policies/tvk-continuous-restore
Restore,triliovault.trilio.io/v1,cr-restore-mysql,tvk-continuous-restore,tvk-cr-restore,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-triliovault-for-kubernetes/policies/tvk-continuous-restore/config-policies/tvk-cr-restore/Restore.cr-restore-mysql.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-continuous-restore-triliovault-for-kubernetes/policies/tvk-continuous-restore
Namespace,v1,"{{hub fromConfigMap """" ""aws-s3-configmap"" ""backupNS"" hub}}",create-tvk-helm-backup,tvk-backup-helm-ns,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,"./work/c2p-output/parsed/CM-Configuration-Management/policy-create-helm-backup-triliovault-for-kubernetes/policies/create-tvk-helm-backup/config-policies/tvk-backup-helm-ns/Namespace.{{hub fromConfigMap """" ""aws-s3-configmap"" ""backupNS"" hub}}.0.yaml",./work/c2p-output/parsed/CM-Configuration-Management/policy-create-helm-backup-triliovault-for-kubernetes/policies/create-tvk-helm-backup
Policy,triliovault.trilio.io/v1,trilio-daily-schedule-policy,create-tvk-helm-backup,tvk-scheduling-policy,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-helm-backup-triliovault-for-kubernetes/policies/create-tvk-helm-backup/config-policies/tvk-scheduling-policy/Policy.trilio-daily-schedule-policy.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-helm-backup-triliovault-for-kubernetes/policies/create-tvk-helm-backup
Policy,triliovault.trilio.io/v1,trilio-latest-retention-policy,create-tvk-helm-backup,tvk-retention-policy,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-helm-backup-triliovault-for-kubernetes/policies/create-tvk-helm-backup/config-policies/tvk-retention-policy/Policy.trilio-latest-retention-policy.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-helm-backup-triliovault-for-kubernetes/policies/create-tvk-helm-backup
Secret,v1,tvk-s3-secret,create-tvk-helm-backup,tvk-s3-secret,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-helm-backup-triliovault-for-kubernetes/policies/create-tvk-helm-backup/config-policies/tvk-s3-secret/Secret.tvk-s3-secret.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-helm-backup-triliovault-for-kubernetes/policies/create-tvk-helm-backup
Target,triliovault.trilio.io/v1,tvk-s3-target,create-tvk-helm-backup,tvk-s3-target,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-helm-backup-triliovault-for-kubernetes/policies/create-tvk-helm-backup/config-policies/tvk-s3-target/Target.tvk-s3-target.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-helm-backup-triliovault-for-kubernetes/policies/create-tvk-helm-backup
BackupPlan,triliovault.trilio.io/v1,tvk-helm-backupplan,create-tvk-helm-backup,tvk-helm-backupplan,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-helm-backup-triliovault-for-kubernetes/policies/create-tvk-helm-backup/config-policies/tvk-helm-backupplan/BackupPlan.tvk-helm-backupplan.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-helm-backup-triliovault-for-kubernetes/policies/create-tvk-helm-backup
Backup,triliovault.trilio.io/v1,tvk-helm-full-backup,create-tvk-helm-backup,tvk-helm-backup,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-helm-backup-triliovault-for-kubernetes/policies/create-tvk-helm-backup/config-policies/tvk-helm-backup/Backup.tvk-helm-full-backup.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-helm-backup-triliovault-for-kubernetes/policies/create-tvk-helm-backup
Namespace,v1,"{{hub fromConfigMap """" ""aws-s3-configmap"" ""backupNS"" hub}}",create-tvk-label-backup,tvk-backup-label-ns,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,"./work/c2p-output/parsed/CM-Configuration-Management/policy-create-label-backup-triliovault-for-kubernetes/policies/create-tvk-label-backup/config-policies/tvk-backup-label-ns/Namespace.{{hub fromConfigMap """" ""aws-s3-configmap"" ""backupNS"" hub}}.0.yaml",./work/c2p-output/parsed/CM-Configuration-Management/policy-create-label-backup-triliovault-for-kubernetes/policies/create-tvk-label-backup
Policy,triliovault.trilio.io/v1,trilio-daily-schedule-policy,create-tvk-label-backup,tvk-scheduling-policy,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-label-backup-triliovault-for-kubernetes/policies/create-tvk-label-backup/config-policies/tvk-scheduling-policy/Policy.trilio-daily-schedule-policy.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-label-backup-triliovault-for-kubernetes/policies/create-tvk-label-backup
Policy,triliovault.trilio.io/v1,trilio-latest-retention-policy,create-tvk-label-backup,tvk-retention-policy,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-label-backup-triliovault-for-kubernetes/policies/create-tvk-label-backup/config-policies/tvk-retention-policy/Policy.trilio-latest-retention-policy.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-label-backup-triliovault-for-kubernetes/policies/create-tvk-label-backup
Secret,v1,tvk-s3-secret,create-tvk-label-backup,tvk-s3-secret,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-label-backup-triliovault-for-kubernetes/policies/create-tvk-label-backup/config-policies/tvk-s3-secret/Secret.tvk-s3-secret.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-label-backup-triliovault-for-kubernetes/policies/create-tvk-label-backup
Target,triliovault.trilio.io/v1,tvk-s3-target,create-tvk-label-backup,tvk-s3-target,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-label-backup-triliovault-for-kubernetes/policies/create-tvk-label-backup/config-policies/tvk-s3-target/Target.tvk-s3-target.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-label-backup-triliovault-for-kubernetes/policies/create-tvk-label-backup
BackupPlan,triliovault.trilio.io/v1,tvk-label-backupplan,create-tvk-label-backup,tvk-label-backupplan,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-label-backup-triliovault-for-kubernetes/policies/create-tvk-label-backup/config-policies/tvk-label-backupplan/BackupPlan.tvk-label-backupplan.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-label-backup-triliovault-for-kubernetes/policies/create-tvk-label-backup
Backup,triliovault.trilio.io/v1,tvk-label-full-backup,create-tvk-label-backup,tvk-label-backup,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-label-backup-triliovault-for-kubernetes/policies/create-tvk-label-backup/config-policies/tvk-label-backup/Backup.tvk-label-full-backup.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-label-backup-triliovault-for-kubernetes/policies/create-tvk-label-backup
License,triliovault.trilio.io/v1,triliovault-license,add-tvk-license,add-tvk-license,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-license-triliovault-for-kubernetes-upstream/policies/add-tvk-license/config-policies/add-tvk-license/License.triliovault-license.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-license-triliovault-for-kubernetes-upstream/policies/add-tvk-license
Secret,v1,tvk-s3-secret,policy-kyverno-tvk-create-ns-backup,policy-kyverno-tvk-s3-secret,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes-templatized/policies/policy-kyverno-tvk-create-ns-backup/config-policies/policy-kyverno-tvk-s3-secret/Secret.tvk-s3-secret.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes-templatized/policies/policy-kyverno-tvk-create-ns-backup
Policy,triliovault.trilio.io/v1,trilio-daily-schedule-policy,policy-kyverno-tvk-create-ns-backup,policy-kyverno-tvk-scheduling-policy,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes-templatized/policies/policy-kyverno-tvk-create-ns-backup/config-policies/policy-kyverno-tvk-scheduling-policy/Policy.trilio-daily-schedule-policy.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes-templatized/policies/policy-kyverno-tvk-create-ns-backup
Policy,triliovault.trilio.io/v1,trilio-latest-retention-policy,policy-kyverno-tvk-create-ns-backup,policy-kyverno-tvk-retention-policy,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes-templatized/policies/policy-kyverno-tvk-create-ns-backup/config-policies/policy-kyverno-tvk-retention-policy/Policy.trilio-latest-retention-policy.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes-templatized/policies/policy-kyverno-tvk-create-ns-backup
ClusterPolicy,kyverno.io/v1,kyverno-tvk-create-ns-backup,policy-kyverno-tvk-create-ns-backup,policy-kyverno-tvk-create-ns-backup,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes-templatized/policies/policy-kyverno-tvk-create-ns-backup/config-policies/policy-kyverno-tvk-create-ns-backup/ClusterPolicy.kyverno-tvk-create-ns-backup.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes-templatized/policies/policy-kyverno-tvk-create-ns-backup
Namespace,v1,"{{hub fromConfigMap """" ""aws-s3-configmap"" ""backupNS"" hub}}",create-tvk-ns-backup,tvk-check-backup-ns,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,"./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes/policies/create-tvk-ns-backup/config-policies/tvk-check-backup-ns/Namespace.{{hub fromConfigMap """" ""aws-s3-configmap"" ""backupNS"" hub}}.0.yaml",./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes/policies/create-tvk-ns-backup
Policy,triliovault.trilio.io/v1,trilio-daily-schedule-policy,create-tvk-ns-backup,tvk-scheduling-policy,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes/policies/create-tvk-ns-backup/config-policies/tvk-scheduling-policy/Policy.trilio-daily-schedule-policy.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes/policies/create-tvk-ns-backup
Policy,triliovault.trilio.io/v1,trilio-latest-retention-policy,create-tvk-ns-backup,tvk-retention-policy,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes/policies/create-tvk-ns-backup/config-policies/tvk-retention-policy/Policy.trilio-latest-retention-policy.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes/policies/create-tvk-ns-backup
Secret,v1,tvk-s3-secret,create-tvk-ns-backup,tvk-s3-secret,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes/policies/create-tvk-ns-backup/config-policies/tvk-s3-secret/Secret.tvk-s3-secret.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes/policies/create-tvk-ns-backup
Target,triliovault.trilio.io/v1,tvk-s3-target,create-tvk-ns-backup,tvk-s3-target,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes/policies/create-tvk-ns-backup/config-policies/tvk-s3-target/Target.tvk-s3-target.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes/policies/create-tvk-ns-backup
BackupPlan,triliovault.trilio.io/v1,tvk-ns-backupplan,create-tvk-ns-backup,tvk-ns-backupplan,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes/policies/create-tvk-ns-backup/config-policies/tvk-ns-backupplan/BackupPlan.tvk-ns-backupplan.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes/policies/create-tvk-ns-backup
Backup,triliovault.trilio.io/v1,tvk-ns-full-backup,create-tvk-ns-backup,tvk-ns-backup,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes/policies/create-tvk-ns-backup/config-policies/tvk-ns-backup/Backup.tvk-ns-full-backup.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-ns-backup-triliovault-for-kubernetes/policies/create-tvk-ns-backup
Namespace,v1,"{{hub fromConfigMap """" ""aws-s3-configmap"" ""backupNS"" hub}}",create-tvk-operator-backup,tvk-backup-operator-ns,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,"./work/c2p-output/parsed/CM-Configuration-Management/policy-create-operator-backup-triliovault-for-kubernetes/policies/create-tvk-operator-backup/config-policies/tvk-backup-operator-ns/Namespace.{{hub fromConfigMap """" ""aws-s3-configmap"" ""backupNS"" hub}}.0.yaml",./work/c2p-output/parsed/CM-Configuration-Management/policy-create-operator-backup-triliovault-for-kubernetes/policies/create-tvk-operator-backup
Policy,triliovault.trilio.io/v1,trilio-daily-schedule-policy,create-tvk-operator-backup,tvk-scheduling-policy,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-operator-backup-triliovault-for-kubernetes/policies/create-tvk-operator-backup/config-policies/tvk-scheduling-policy/Policy.trilio-daily-schedule-policy.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-operator-backup-triliovault-for-kubernetes/policies/create-tvk-operator-backup
Policy,triliovault.trilio.io/v1,trilio-latest-retention-policy,create-tvk-operator-backup,tvk-retention-policy,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-operator-backup-triliovault-for-kubernetes/policies/create-tvk-operator-backup/config-policies/tvk-retention-policy/Policy.trilio-latest-retention-policy.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-operator-backup-triliovault-for-kubernetes/policies/create-tvk-operator-backup
Secret,v1,tvk-s3-secret,create-tvk-operator-backup,tvk-s3-secret,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-operator-backup-triliovault-for-kubernetes/policies/create-tvk-operator-backup/config-policies/tvk-s3-secret/Secret.tvk-s3-secret.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-operator-backup-triliovault-for-kubernetes/policies/create-tvk-operator-backup
Target,triliovault.trilio.io/v1,tvk-s3-target,create-tvk-operator-backup,tvk-s3-target,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-operator-backup-triliovault-for-kubernetes/policies/create-tvk-operator-backup/config-policies/tvk-s3-target/Target.tvk-s3-target.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-operator-backup-triliovault-for-kubernetes/policies/create-tvk-operator-backup
BackupPlan,triliovault.trilio.io/v1,tvk-operator-backupplan,create-tvk-operator-backup,tvk-operator-backupplan,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-operator-backup-triliovault-for-kubernetes/policies/create-tvk-operator-backup/config-policies/tvk-operator-backupplan/BackupPlan.tvk-operator-backupplan.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-operator-backup-triliovault-for-kubernetes/policies/create-tvk-operator-backup
Backup,triliovault.trilio.io/v1,tvk-operator-full-backup,create-tvk-operator-backup,tvk-operator-backup,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-operator-backup-triliovault-for-kubernetes/policies/create-tvk-operator-backup/config-policies/tvk-operator-backup/Backup.tvk-operator-full-backup.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-create-operator-backup-triliovault-for-kubernetes/policies/create-tvk-operator-backup
CatalogSource,operators.coreos.com/v1alpha1,acm-custom-registry,policy-acm-catalogsource,policy-acm-catalogsource,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-custom-catalog/policies/policy-acm-catalogsource/config-policies/policy-acm-catalogsource/CatalogSource.acm-custom-registry.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-custom-catalog/policies/policy-acm-catalogsource
CatalogSource,operators.coreos.com/v1alpha1,acm-custom-registry,policy-acm-catalogsource,policy-acm-catalogsource,NIST-CSF,PR.IP Information Protection Processes and Procedures,PR.IP-1 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-custom-catalog/policies/policy-acm-catalogsource/config-policies/policy-acm-catalogsource/CatalogSource.acm-custom-registry.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-custom-catalog/policies/policy-acm-catalogsource
EgressNetworkPolicy,network.openshift.io/v1,demo-firewall,egress-example,egress-example,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-egress-firewall-sample/policies/egress-example/config-policies/egress-example/EgressNetworkPolicy.demo-firewall.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-egress-firewall-sample/policies/egress-example
Secret,v1,cloudconnectioncreds,policy-conditionalsecret,policy-conditionalsecret,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-enable-if-etcd-encrypted-templatized/policies/policy-conditionalsecret/config-policies/policy-conditionalsecret/Secret.cloudconnectioncreds.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-enable-if-etcd-encrypted-templatized/policies/policy-conditionalsecret
Secret,v1,cloudconnectioncreds,policy-conditionalsecret,policy-conditionalsecret,NIST-CSF,PR.IP Information Protection Processes and Procedures,PR.IP-1 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-enable-if-etcd-encrypted-templatized/policies/policy-conditionalsecret/config-policies/policy-conditionalsecret/Secret.cloudconnectioncreds.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-enable-if-etcd-encrypted-templatized/policies/policy-conditionalsecret
Policy,policy.open-cluster-management.io/v1,policy-conditionalsecret,policy-conditionalsecret-enabler,policy-conditionalsecret-enabler,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-enable-if-etcd-encrypted-templatized/policies/policy-conditionalsecret-enabler/config-policies/policy-conditionalsecret-enabler/Policy.policy-conditionalsecret.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-enable-if-etcd-encrypted-templatized/policies/policy-conditionalsecret-enabler
ConfigMap,v1,sampleconfig,policy-conditionalconfigmap,policy-conditionalconfigmap,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-enable-if-ns-exists-templatized/policies/policy-conditionalconfigmap/config-policies/policy-conditionalconfigmap/ConfigMap.sampleconfig.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-enable-if-ns-exists-templatized/policies/policy-conditionalconfigmap
ConfigMap,v1,sampleconfig,policy-conditionalconfigmap,policy-conditionalconfigmap,NIST-CSF,PR.IP Information Protection Processes and Procedures,PR.IP-1 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-enable-if-ns-exists-templatized/policies/policy-conditionalconfigmap/config-policies/policy-conditionalconfigmap/ConfigMap.sampleconfig.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-enable-if-ns-exists-templatized/policies/policy-conditionalconfigmap
Policy,policy.open-cluster-management.io/v1,policy-conditionalconfigmap,policy-conditionalconfigmap-enabler,policy-conditionalconfigmap-enabler,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-enable-if-ns-exists-templatized/policies/policy-conditionalconfigmap-enabler/config-policies/policy-conditionalconfigmap-enabler/Policy.policy-conditionalconfigmap.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-enable-if-ns-exists-templatized/policies/policy-conditionalconfigmap-enabler
ConfigMap,v1,example-configmap,policy-configmap-example,policy-configmap-properties-example,NIST-CSF,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-engineering-configmap/policies/policy-configmap-example/config-policies/policy-configmap-properties-example/ConfigMap.example-configmap.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-engineering-configmap/policies/policy-configmap-example
PodDisruptionBudget,policy/v1,my-pdb,policy-example-pod-disruption-budget,policy-example-pod-disruption-budget-prod-1,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-engineering-pod-disruption-budget/policies/policy-example-pod-disruption-budget/config-policies/policy-example-pod-disruption-budget-prod-1/PodDisruptionBudget.my-pdb.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-engineering-pod-disruption-budget/policies/policy-example-pod-disruption-budget
PodDisruptionBudget,policy/v1,my-pdb2,policy-example-pod-disruption-budget,policy-example-pod-disruption-budget-prod-2,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-engineering-pod-disruption-budget/policies/policy-example-pod-disruption-budget/config-policies/policy-example-pod-disruption-budget-prod-2/PodDisruptionBudget.my-pdb2.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-engineering-pod-disruption-budget/policies/policy-example-pod-disruption-budget
